Nama Pelanggan,Produk,Ulasan,Rating
x***n,HanaFashion - Bonita Short Pants Celana Pendek Wanita - SP121,unyuuuuuuuuuuu😘😘😘😘😘😘😘,5
K***n,HanaFashion - Kyara Cardigan Outer Balloon Sleeve Korean Style - JK039,"Barang sesuai pesanan, ukuran pas dan kualitas sesuai harga",5
Evy,HanaFashion - Izzie Slit Loose Pants - LP162,"Tinggi badan 150 - 160 cm Berat badan < 50 kg Ukurannya pas, bahan goyang",5
Junita,Hana Fashion - Karlyn Jacket Crop Outer /Jaket Zipper Wanita - JK103,Ukurannya pas Tinggi badan 150 - 160 cm,5
E***y,HanaFashion - Yuna Crop Top Wanita Korean Style - TS343,👌🏽,5
E***y,HanaFashion - Jessie Crop Top Kaos Pendek Wanita - CT075,👌🏽,5
Rheza,HanaFashion - Cheryl Crop Top Kaos Wanita Murah - CT079,Unyu tpi kalo pake ini hrs pke nipple pads,5
Nina,HanaFashion - Hera Casual Long Pants Celana Kerja Highwaist - LP007,Terima kasih sesuai gambar,5
Nata,Hana Fashion - Tasya Halter Neck Long Sleeve Off Shoulder - CT310,Ukurannya pas,5
Chyntia,HanaFashion - Kayla Midi Dress HItam Bodycon Split Wanita - TT034,Barang oke harga murce tapi ga bahan ga murahan👍👍,5
Demas,Hana Fashion - Sherlyn Knit Crop Tank Top Korean Style - CT244,Ukurannya pas,5
Demas,HanaFashion - Bonita Short Pants Celana Pendek Wanita - SP121,Ukurannya pas Tinggi badan < 150 cm,5
J***a,HanaFashion - Solji Long Slit Skirt / Rok Panjang Elegan Wanita- SK185,Model roknya cantik dan bahannya bagus 👍🏻,5
Aditya,HanaFashion - Biwa Short Pants Wanita - SP145,"Ukurannya pas buat tinggi badan < 150 cm. Bahan halus & lumayan stretchy, jd nyaman dipakai. Seller jg responsif",5
Tuti,Hana Fashion - Adora Celana Cutbray Highwaist Flare Pants - LP272,"warna jauh beda dg contoh 
asli nya gelap banget sdh mirip k hitam",4
Fifi,HanaFashion - Felecia Basic Outer Atasan Wanita - SB144,"Ukurannya pas, suka banget.
sayang lupa video unboxingnya.
pengen yg warna putih juga nantinya.
thanks seller, ramah dan informatif",5
I***a,HanaFashion - Ellie Short Pants / Celana Pendek Wanita - SP130,"Bagus ga terlalu pendek,sukaaa ❤️",5
Mickie,HanaFashion - Frilly Short Pants Celana Pendek Wanita - SP066,"Barang tiba dengan selamat..
Barang sesuai display..
Terima kasih Tokopedia..
Terima kasih HanaFashio_Shop..",5
Bunga,HanaFashion - Sunmi Knit Crop Top Kaos Pendek Wanita - CT210,lumayan untuk harga segitu,4
cahya,Hana Fashion - Rachel Korean One Set Dress Bodycon - ST153,seksi maksimal,5
H***u,Hana Fashion - Jodie Slit Skort Pants Celana Rok Pendek Wanita - SP085,"Kualitas bagus, sesuai pesanan.... Mantab 👍",5
T***a,HanaFashion - Maika Pants Celana Kulot Bahan Wanita - LP054,Ukurannya pas,5
T***i,HanaFashion - Sassy T Shirt - Kaos Santai Wanita Lengan Pendek - TS121,Ukurannya pas,5
T***i,HanaFashion - Good Dream T-shirt / Kaos Wanita Murah - TS346,Ukurannya pas,5
A***a,HanaFashion - Audy Mini Dress Wanita - OP178,ok. sesuai,5
Andry,HanaFashion - Nora Basic Crop Tank Top Rajut Tank Top - TT309,"harus up size, tb 150 bb 41, masih kekecilan",5
M***a,Jiso V-neck Chekered Cute Korean Crop Top Wanita - CT286,Ukurannya pas Tinggi badan 150 - 160 cm Berat badan 50 - 60 kg,5
R***a,HanaFashion - Rina Cardigan Long Sleeve Outer Kardigan Wanita - JK056,👍👍👍👍👍,5
o***y,Hana Fashion - Valerie Rib Long Sleeve Halter V-Neck Baju - TS636,"real pict bgt, 2x belanja outfit di hana puas... bb 48 pake size M",5
Inne,Hana Fashion - Enola Crop Top Wanita Halter Neck Crop Top - CT312,good,5
A***i,HanaFashion - Pokemon Crop Top Kaos Murah Wanita - CT108,"ini lucuuu bgt, pasti beli lg yg lain! thanks 😍",5
Lie,HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177,"Puas banget
Dah beli model yg sama cuma beda warna disini",4
R***a,HanaFashion - Anka Basic Square Neck Crop Top Wanita - CT167,Pelayanan sangat baik dan cepat. Kualitas produk di atas ekspektasi 👍,5
Natalia,Hana Fashion - Meta Mini Skort / Skort Mini Wanita - SK176,Ukurannya pas Tinggi badan 150 - 160 cm Berat badan 50 - 60 kg,5
V***a,Hana Fashion - Lydia Collar Crop Top Wanita - CT221,Tinggi badan 161 - 170 cm Berat badan 61 - 70 kg,5
o***y,Hana Fashion - Eliana V-Neck Long Sleeve Korean Style - TS571,"ukuran pas, bagussss langganan disini bgt",5
o***y,HanaFashion - Luna Square Neck Long Sleeve Shirt Blouse - CT258,"ukuran pas, bagus, kualitas sesuai harga",5
a***a,Hana Fashion - Kenny Blouse O-ring Tied Crop T-shirt - TS377,"bajunya bagus ga jiplak, tapi sayang salah kirim ukuran jadi gabisa dipake bajunya 💔",3
Lucky,Hana Fashion - Jodie Slit Skort Pants Celana Rok Pendek Wanita - SP085,"Bahan tebal, lembut, nyaman dipakai, tidak perlu disetlika sudah halus. Ini pembelian kedua.",5
Aliandri,HanaFashion - Ellie Short Pants / Celana Pendek Wanita - SP130,Ukurannya pas,5
B***s,Hana Fashion - Maudy Highwaist Pants Long Pants - LP167,Ukurannya pas Tinggi badan 150 - 160 cm Berat badan 50 - 60 kg,5
F***a,HanaFashion - Felecia Basic Outer Atasan Wanita - SB144,pembelian kedua  krn yg pertama ok bgt.. yg batch ini juga ok bgt buat ganti2 outer.. bahannya tipis cocok utk outer di suhu yg lagi panas saat ini.. beli 3 warna 2 ukura...,5
F***a,Hana Fashion - Edeline Outer Wanita Cardigan Korean Style JK099,pembelian kedua  krn yg pertama ok bgt.. yg batch ini juga ok bgt buat ganti2 outer.. bahannya tipis cocok utk outer di suhu yg lagi panas saat ini,5
Dewisarpan,Hana Fashion - Margaret Collar Crop Top Atasan Wanita - CT380,cantik,5
Wika,Hana Fashion - Febry Bodycon Dress Mini Dress Wanita - CD183,barang baik dan sesuai pesanan,5
A***p,Hana Fashion - Delicia Ribbed Knit Set - ST125,Ukurannya pas,5
A***p,Hana Fashion - Nagita Set Strap Midi Dress With Cardigan - ST155,"Model bajunya cantik Lucu banget, suka Bahan nyaman",5
C***a,HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007,"Ngga lagi lagi deh beli disini! KAPOK!
Pesan tgl 20, ga di pick up2, ditanya di chat, jawabnya cpt banget. Dan yg menjawab di chat, gonta ganti nama🤦🏻‍♀️.

Akhirnya di...",1
B***o,HanaFashion - Luna Square Neck Long Sleeve Shirt Blouse - CT258,Cocok sangat,5
Liza,Hana Fashion - Jodie Slit Skort Pants Celana Rok Pendek Wanita - SP085,"Thin material, but it’s comfortable shorts",5
L***y,HanaFashion X Fenny - Fiore Crop T-shirt Wanita / Crop Top - TS211,sip,5
L***a,HanaFashion - Kyra Square Tengtop With Bra Cup Wanita Tank Top - TT298,good bahan strech halus,5
L***a,HanaFashion - Gabriela Top Long Sleeve / Atasan Wanita - TS472,ukuran xxlnya lebih besar drpd biasanya... harusnya kuambil XL kayaknya,5
L***a,Hana Fashion - Eliana V-Neck Long Sleeve Korean Style - TS571,good bgt,5
D***i,HanaFashion - Biwa Short Pants Wanita - SP145,"ini sangat sangat bagus bahkan aku ga keliatab gendut pake ini, sesuai desjripsi lo",5
D***i,HanaFashion - Biwa Short Pants Wanita - SP145,ini sangat sangat bagus bahkan aku ga keliatab gendut pake ini,5
D***i,Hana Fashion - Wendy Knit Crop Top Korean Style Atasan Wanita - CT104,tidak pernah salah disini barangnya bagus bagus🥺,5
Astrid,HanaFashion - Aurelie Wave Crop Top T-Shirt Polos - CT074,Ukurannya pas Tinggi badan 150 - 160 cm,5
k***a,Hana Fashion - Maudy Highwaist Pants Long Pants - LP167,bagus model celananya,5
Ivan,Hana Fashion - Arisha Casual Long Dress Wanita - CD047-2,respon dan pengiriman cepat,5
A***o,HanaFashion - Pokemon Crop Top Kaos Murah Wanita - CT108,"pembelian yang kedua, lucu.",5
o***y,HanaFashion - Annie Crop Shirt Wanita / Kemeja Crop Wanita - JK055,"jadiin outer bagus, di pake kemeja jg bagus, sayang aku ambil size kegedean",5
Kitty,Hana Fashion - Tasya Halter Neck Long Sleeve Off Shoulder - CT310,Ukurannya pas,5
A***i,Hana Fashion - Nagita Set Strap Midi Dress With Cardigan - ST155,"pelayanan baik, service cepat, packing baik..
barang ok..
terima kasih..sukses sll..",4
Pipit,HanaFashion - Ellie Short Pants / Celana Pendek Wanita - SP130,"Ukurannya pas, bahannya adem enak buat dipake santai",5
Dyah,HanaFashion - Kyara Cardigan Outer Balloon Sleeve Korean Style - JK039,Dipakai di TB/BB 167/62 LD 83 masih nyaman. Jahitan cukup rapi.,5
Dyah,HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177,"Dipakai di TB/BB 167/62, LD 83, masih nyaman. Jahitan cukup rapi, cantik.",5
E***o,Aries Halter Stripe Tank Top Tumblr - TT225,Ukurannya pas,5
F***a,HanaFashion - Anya Mini Skirt / Rok Pendek Wanita Murah - SK171,anakku suka bgt langsung dibawa ga sempet difoto deh,5
I***n,Hana Fashion - Jodie Slit Skort Pants Celana Rok Pendek Wanita - SP085,Ukurannya pas Tinggi badan 150 - 160 cm Berat badan < 50 kg,5
L***C,Hana Fashion - Maudy Highwaist Pants Long Pants - LP167,tb/bb 165/50 ukuran S pas bgt cuma pinggangnya kecil jd masukinnya agak susah. baiknya dikasi resleting,5
V***i,HanaFashion - Gabriela Top Long Sleeve / Atasan Wanita - TS472,"cuttinganya bagus, harganya affordable tp ga keliatan murahan",5
Angelia,HanaFashion - Rina Cardigan Long Sleeve Outer Kardigan Wanita - JK056,bahan bagus..pengiriman cepat,5
F***a,Hana Fashion - Edeline Outer Wanita Cardigan Korean Style JK099,bagus outernya.. bahannya jatuh ga tebel cantik di badan,5
Isabelle,HanaFashion - Pokemon Crop Top Kaos Murah Wanita - CT108,"Ukurannya pas, bahannya adem, gambarnya lucu😍",5
Cynthia,HanaFashion - Annie Crop Shirt Wanita / Kemeja Crop Wanita - JK055,Ukurannya pas,5
N***s,Hana Fashion - Agatha Knit Tank Top Wanita - TT451,"barang bagus, kualitas ok",5
N***s,Hana Fashion - Aretha Halter Stripe Tank Top Wanita - TT439,"barang bagus, kualitas ok",5
Daisy,Hana Fashion - Marissa Bodycon Long Dress Wanita - CD207,"pas banget dibadan aku,,bahannya jg enak..ngebentuk body banget 😁",5
Tiffani,HanaFashion - Yolana Simple Crop Tank Top Wanita - TT164,"bwolehh, tapi trnyata crop bgt ya hehe",5
F***y,HanaFashion - Hera Casual Long Pants Celana Kerja Highwaist - LP007,Pas banget ukuran M di aku yg punya BB 54kg tinggi badan 167cm.,5
maya,HanaFashion - Rina Cardigan Long Sleeve Outer Kardigan Wanita - JK056,sesuai deskripsi. Berat badan < 50 kg  enak dipakenya sengaja ngambil size yg gede biar leluasa. thanks,5
E***n,Hana Fashion - Vanessa Crop Top Rib Knit Cardigan Long Sleeve - CT334,bahan bagus murah tapi tidak murahan dan sesuai dengan foto seller👍,5
Muchammad,Hana Fashion - Sarah Korean T-shirt Baju Atasan Wanita - TS620,Bagus,5
mahbub,HanaFashion - Solji Long Slit Skirt / Rok Panjang Elegan Wanita- SK185,Ukurannya pas,4
K***o,HanaFashion - Sohee Mini Skirt / Rok Pendek Zipper Wanita Korea- SK151,Ukurannya pas,5
Agustin,Hana Fashion - Maudy Highwaist Pants Long Pants - LP167,Sukaak bahan bagus ukuran pass,5
A***a,HanaFashion - Eunji Mini Skirt Rok Printing Wanita Korea - SK174,"ukurannya sesuai, bahannya lembut dan adem, warnanya juga cantik.. terima kasih 👍🏻",5
A***a,Hana Fashion - Hanzel Round Neck Button Rib Long Sleeve - TS538,"ukurannya pas bahannya juga adem dan lembut, terima kasih 👍🏻",5
D***A,HanaFashion - Zerra Collared V-neck Rib Knit Tee / Kaos Wanita - TS520,"ukuran L kaya ukuran s.. selebih nya ok, pengiriman ok",3
Rizka,HanaFashion - Fiona Cute Crop Tank Top Wanita - CT283,"Ukurannya pas, bahannya juga bagus, lembut",5
Rizka,Hana Fashion - Briella Knit Tank Top Wanita - TT493,Ukurannya pas. bahannya juga bagus. sangat diluar ekspektasi. pokoknya puas banget deh,5
fakkar,HanaFashion - Frilly Short Pants Celana Pendek Wanita - SP066,"terimakasih kak barang sudah sampai dengan selamat sesuai pesanan dan penjualnya ramah,next time bakalan order celana disini berkualitas baik dan bahannya lembut☺☺☺",5
fakkar,HanaFashion - Tiara Short Pants Celana Pendek Wanita - SP041,"terimakasih kak barang sudah sampai dengan selamat sesuai pesanan dan penjualnya ramah,next time bakalan order celana disini berkualitas baik dan bahannya lembut☺☺☺",5
